,Date,Open,High,Low,Close,Adj Close,Volume
35,2017-02-23,34.345001,34.369999,34.075001,34.1325,32.267601,83152800
36,2017-02-24,33.977501000000004,34.165001000000004,33.82,34.165001000000004,32.298325,87106400
37,2017-02-27,34.285,34.360001000000004,34.07,34.232498,32.362128999999996,81029600
38,2017-02-28,34.27,34.360001000000004,34.174999,34.247501,32.376308,93931600
39,2017-03-01,34.4725,35.037498,34.400002,34.947497999999996,33.038067,145658400
40,2017-03-02,35.0,35.07,34.689999,34.740002000000004,32.841904,104844000
41,2017-03-03,34.695,34.9575,34.647498999999996,34.945,33.035706,84432400
42,2017-03-06,34.842499,34.942501,34.650002,34.834998999999996,32.931713,87000000
43,2017-03-07,34.764998999999996,34.994999,34.697497999999996,34.880001,32.974247,69785200
44,2017-03-08,34.737499,34.950001,34.705002,34.75,32.851345,74828800
45,2017-03-09,34.685001,34.697497999999996,34.262501,34.669998,32.775734,88623600
46,2017-03-10,34.8125,34.84,34.66,34.785,32.884449,78451200
47,2017-03-13,34.712502,34.857498,34.705002,34.799999,32.898621,69686800
48,2017-03-14,34.825001,34.912498,34.709998999999996,34.747501,32.848999,61236400
49,2017-03-15,34.852501000000004,35.1875,34.7575,35.115002000000004,33.196419,102767200
50,2017-03-16,35.18,35.255001,35.064999,35.172501000000004,33.250771,76928000
51,2017-03-17,35.25,35.25,34.9725,34.997501,33.085327,175540000
52,2017-03-20,35.099998,35.375,35.057499,35.365002000000004,33.432758,86168000
53,2017-03-21,35.5275,35.700001,34.932499,34.959998999999996,33.049889,158119600
54,2017-03-22,34.962502,35.400002,34.939999,35.355,33.423302,103440800
55,2017-03-23,35.314999,35.395,35.1525,35.23,33.305134,81385200
56,2017-03-24,35.375,35.435001,35.087502,35.16,33.238956,89582400
57,2017-03-27,34.8475,35.305,34.654999,35.220001,33.295677000000005,94300400
58,2017-03-28,35.227501000000004,36.009997999999996,35.154999,35.950001,33.98579,133499200
59,2017-03-29,35.919998,36.122501,35.797501000000004,36.029999,34.061424,116760000
60,2017-03-30,36.047501000000004,36.125,35.875,35.982498,34.016518,84829200
61,2017-03-31,35.93,36.067501,35.752499,35.915001000000004,33.952702,78646800
62,2017-04-03,35.927502000000004,36.029999,35.762501,35.924999,33.962162,79942800
63,2017-04-04,35.8125,36.2225,35.7925,36.192501,34.215046,79565600
64,2017-04-05,36.055,36.365002000000004,35.952498999999996,36.005001,34.037781,110871600
65,2017-04-06,36.072497999999996,36.130001,35.862499,35.915001000000004,33.952702,84596000
66,2017-04-07,35.932499,36.044998,35.817501,35.834998999999996,33.877075,66688800
67,2017-04-10,35.900002,35.970001,35.724998,35.7925,33.836890999999994,75733600
68,2017-04-11,35.735001000000004,35.837502,35.014998999999996,35.407501,33.472939000000004,121517600
69,2017-04-12,35.400002,35.537498,35.252499,35.450001,33.513111,81400000
70,2017-04-13,35.477501000000004,35.595001,35.262501,35.262501,33.335854,71291600
71,2017-04-17,35.369999,35.470001,35.217499,35.4575,33.520206,66328400
72,2017-04-18,35.352501000000004,35.509997999999996,35.2775,35.299999,33.3713,58790000
73,2017-04-19,35.470001,35.5,35.112499,35.169998,33.248405,69313600
74,2017-04-20,35.305,35.73,35.290001000000004,35.610001000000004,33.664367999999996,93278400
75,2017-04-21,35.610001000000004,35.669998,35.462502,35.567501,33.624190999999996,69283600
76,2017-04-24,35.875,35.987499,35.794998,35.91,33.947971,68537200
77,2017-04-25,35.977501000000004,36.224998,35.967499,36.1325,34.158318,75486000
78,2017-04-26,36.1175,36.150002,35.845001,35.919998,33.957436,80164800
79,2017-04-27,35.98,36.040001000000004,35.827498999999996,35.947497999999996,33.983425,56985200
80,2017-04-28,36.022498999999996,36.075001,35.817501,35.912498,33.950344,83441600
81,2017-05-01,36.275002,36.799999,36.240002000000004,36.645,34.642821999999995,134411600
82,2017-05-02,36.884997999999996,37.022498999999996,36.709998999999996,36.877499,34.862614,181408800
83,2017-05-03,36.397498999999996,36.872501,36.067501,36.764998999999996,34.75626,182788000
84,2017-05-04,36.630001,36.785,36.452498999999996,36.6325,34.631001,93487600
85,2017-05-05,36.689999,37.244999,36.689999,37.240002000000004,35.205311,109310800
86,2017-05-08,37.2575,38.424999,37.2575,38.252499,36.162487,195009600
87,2017-05-09,38.467499,38.720001,38.362499,38.497501,36.394108,156521600
88,2017-05-10,38.407501,38.485001000000004,38.0275,38.314999,36.221573,103222800
89,2017-05-11,38.112499,38.517502,38.077498999999996,38.487499,36.534836,109020400
90,2017-05-12,38.674999,39.105,38.6675,39.025002,37.045071,130108000
91,2017-05-15,39.002499,39.162498,38.762501,38.924999,36.950138,104038800
92,2017-05-16,38.985001000000004,39.014998999999996,38.68,38.8675,36.895554,80194000
93,2017-05-17,38.400002,38.642502,37.427502000000004,37.5625,35.656760999999996,203070800
94,2017-05-18,37.817501,38.334998999999996,37.782501,38.134997999999996,36.200214,134272800
95,2017-05-19,38.345001,38.494999,38.157501,38.264998999999996,36.323627,107843200
96,2017-05-22,38.5,38.645,38.227501000000004,38.497501,36.544331,91865600
97,2017-05-23,38.724998,38.724998,38.327498999999996,38.450001,36.499233000000004,79675600
98,2017-05-24,38.459998999999996,38.5425,38.1675,38.334998999999996,36.390071999999996,76712000
99,2017-05-25,38.432499,38.587502,38.2575,38.467499,36.51585,76942400
100,2017-05-26,38.5,38.560001,38.327498999999996,38.4025,36.454147,87710400
101,2017-05-30,38.355,38.607498,38.3325,38.4175,36.468384,80507600
102,2017-05-31,38.4925,38.5425,38.095001,38.189999,36.252434,97804800
103,2017-06-01,38.2925,38.3325,38.055,38.294998,36.352097,65616400
104,2017-06-02,38.395,38.862499,38.2225,38.862499,36.890808,111082800
105,2017-06-05,38.584998999999996,38.612499,38.365002000000004,38.482498,36.530079,101326800
106,2017-06-06,38.474998,38.952498999999996,38.445,38.612499,36.653488,106499600
107,2017-06-07,38.755001,38.994999,38.619999,38.842499,36.871826,84278400
108,2017-06-08,38.8125,38.884997999999996,38.599998,38.747501,36.781643,85003200
109,2017-06-09,38.797501000000004,38.797501000000004,36.505001,37.244999,35.355358,259530800
110,2017-06-12,36.435001,36.522498999999996,35.627499,36.355,34.510525,289229200
111,2017-06-13,36.790001000000004,36.862499,36.287498,36.647498999999996,34.788177000000005,136661600
112,2017-06-14,36.875,36.875,35.959998999999996,36.290001000000004,34.448826000000004,126124800
113,2017-06-15,35.830002,36.119999,35.552502000000004,36.072497999999996,34.242359,128661600
114,2017-06-16,35.945,36.125,35.549999,35.567501,33.762978000000004,201444400
115,2017-06-19,35.915001000000004,36.685001,35.915001000000004,36.584998999999996,34.728854999999996,130165600
116,2017-06-20,36.717499,36.717499,36.235001000000004,36.252499,34.413222999999995,99600400
117,2017-06-21,36.380001,36.517502,36.1525,36.467499,34.617325,85063200
118,2017-06-22,36.442501,36.674999,36.279999,36.407501,34.560359999999996,76425200
119,2017-06-23,36.282501,36.790001000000004,36.2775,36.57,34.714615,141757600
120,2017-06-26,36.7925,37.07,36.345001,36.455002,34.605457,102769600
121,2017-06-27,36.252499,36.540001000000004,35.904999,35.932499,34.109463,99047600
122,2017-06-28,36.122501,36.5275,35.790001000000004,36.4575,34.607826,88329600
123,2017-06-29,36.177502000000004,36.282501,35.57,35.919998,34.097599,125997600
124,2017-06-30,36.112499,36.240002000000004,35.945,36.005001,34.178272,92096400
125,2017-07-03,36.220001,36.325001,35.775002,35.875,34.054878,57111200
126,2017-07-05,35.922501000000004,36.197497999999996,35.68,36.022498999999996,34.194893,86278400
127,2017-07-06,35.755001,35.875,35.602501000000004,35.682499,33.87215,96515200
128,2017-07-07,35.724998,36.1875,35.724998,36.044998,34.216251,76806800
129,2017-07-10,36.0275,36.487499,35.842499,36.264998999999996,34.425087,84362400
130,2017-07-11,36.182499,36.462502,36.095001,36.3825,34.536625,79127200
131,2017-07-12,36.467499,36.544998,36.205002,36.435001,34.586467999999996,99538000
132,2017-07-13,36.375,37.122501,36.360001000000004,36.942501,35.068214000000005,100797600
133,2017-07-14,36.9925,37.3325,36.8325,37.259997999999996,35.369609999999994,80528400
134,2017-07-17,37.205002,37.724998,37.142502,37.389998999999996,35.493023,95174000
135,2017-07-18,37.299999,37.532501,37.1675,37.52,35.616413,71475200
136,2017-07-19,37.619999,37.855,37.487499,37.755001,35.839496999999994,83692000
137,2017-07-20,37.875,37.935001,37.547501000000004,37.584998999999996,35.678127,68974800
138,2017-07-21,37.497501,37.610001000000004,37.220001,37.567501,35.66151,105010400
139,2017-07-24,37.645,38.110001000000004,37.474998,38.022498999999996,36.093426,85972800
140,2017-07-25,37.950001,38.459998999999996,37.950001,38.185001,36.247681,75415600
141,2017-07-26,38.337502,38.482498,38.264998999999996,38.365002000000004,36.418552000000005,63124000
142,2017-07-27,38.4375,38.497501,36.825001,37.639998999999996,35.730331,129905200
143,2017-07-28,37.4725,37.557499,37.297501000000004,37.375,35.478771,68854800
144,2017-07-31,37.474998,37.5825,37.032501,37.182499,35.296040000000005,79383600
145,2017-08-01,37.275002,37.555,37.102501000000004,37.512501,35.609303000000004,141474400
146,2017-08-02,39.82,39.9375,39.040001000000004,39.285,37.291878000000004,279747200
147,2017-08-03,39.262501,39.302502000000004,38.755001,38.892502,36.919289,108389200
148,2017-08-04,39.017502,39.349998,38.922501000000004,39.0975,37.113884000000006,82239600
149,2017-08-07,39.264998999999996,39.73,39.1675,39.702498999999996,37.688194,87481200
150,2017-08-08,39.650002,40.4575,39.567501,40.02,37.989578,144823600
151,2017-08-09,39.814999,40.317501,39.7775,40.264998999999996,38.222157,104526000
152,2017-08-10,39.974998,40.0,38.657501,38.830002,37.004707,163217200
153,2017-08-11,39.150002,39.642502,39.017502,39.369999,37.519325,105028400
154,2017-08-14,39.830002,40.052502000000004,39.6875,39.962502,38.083969,88490800
155,2017-08-15,40.165001000000004,40.549999,40.035,40.400002,38.5009,117862000
156,2017-08-16,40.485001000000004,40.627499,40.037498,40.237499,38.346030999999996,110686400
157,2017-08-17,40.130001,40.177502000000004,39.459998999999996,39.465,37.609856,111762400
158,2017-08-18,39.465,39.875,39.18,39.375,37.524082,109712400
159,2017-08-21,39.375,39.4725,38.7775,39.302502000000004,37.455002,105474000
160,2017-08-22,39.557499,40.0,39.505001,39.945,38.067295,86418400
161,2017-08-23,39.767502,40.1175,39.720001,39.994999,38.114940999999995,77596400
162,2017-08-24,40.107498,40.185001,39.637501,39.817501,37.945786,79275600
163,2017-08-25,39.912498,40.139998999999996,39.817501,39.965,38.086353,101920400
164,2017-08-28,40.035,40.5,39.982498,40.3675,38.469925,103864000
165,2017-08-29,40.025002,40.779999,40.0,40.727501000000004,38.813007,118067600
166,2017-08-30,40.950001,40.9725,40.6525,40.837502,38.917835,109078400
167,2017-08-31,40.91,41.130001,40.869999,41.0,39.072697,107140400
168,2017-09-01,41.200001,41.235001000000004,40.907501,41.012501,39.08461,66364400
169,2017-09-05,40.9375,41.0625,40.139998999999996,40.52,38.615261,117874000
170,2017-09-06,40.677502000000004,40.747501,40.130001,40.477501000000004,38.574764,86606800
171,2017-09-07,40.522498999999996,40.560001,40.09,40.314999,38.419895000000004,87714000
172,2017-09-08,40.215,40.287498,39.6325,39.657501,37.793308,114446000
173,2017-09-11,40.125,40.512501,39.9725,40.375,38.477084999999995,126323200
174,2017-09-12,40.6525,40.990002000000004,39.692501,40.215,38.324608000000005,286856000
175,2017-09-13,39.967499,39.990002000000004,39.477501000000004,39.912498,38.03632,179629600
176,2017-09-14,39.747501,39.849998,39.522498999999996,39.57,37.709922999999996,95042800
177,2017-09-15,39.6175,40.2425,39.5,39.970001,38.091118,196458400
178,2017-09-18,40.0275,40.125,39.5,39.6675,37.802834000000004,113077600
179,2017-09-19,39.877499,39.942501,39.610001000000004,39.682499,37.817135,83242400
180,2017-09-20,39.474998,39.564999,38.4575,39.017502,37.183403000000006,211805600
181,2017-09-21,38.950001,38.950001,38.1875,38.3475,36.544888,150046800
182,2017-09-22,37.884997999999996,38.067501,37.639998999999996,37.9725,36.187515000000005,186581600
183,2017-09-25,37.497501,37.9575,37.290001000000004,37.637501,35.868266999999996,177549200
184,2017-09-26,37.945,38.48,37.922501000000004,38.285,36.485321,146640000
185,2017-09-27,38.450001,38.68,38.384997999999996,38.557499,36.745014000000005,102016800
186,2017-09-28,38.4725,38.57,38.174999,38.32,36.518677000000004,88022000
187,2017-09-29,38.302502000000004,38.532501,38.0,38.529999,36.718807,105199200
188,2017-10-02,38.564999,38.612499,38.18,38.452498999999996,36.644958,74795200
189,2017-10-03,38.502499,38.772498999999996,38.477501000000004,38.619999,36.804577,64921200
190,2017-10-04,38.407501,38.465,38.115002000000004,38.369999,36.566326000000004,80655200
191,2017-10-05,38.544998,38.860001000000004,38.512501,38.8475,37.021381,85135200
192,2017-10-06,38.7425,38.872501,38.639998999999996,38.825001,36.999943,69630400
193,2017-10-09,38.952498999999996,39.182499,38.872501,38.959998999999996,37.128593,65051600
194,2017-10-10,39.014998999999996,39.5,38.775002,38.974998,37.142891,62468000
195,2017-10-11,38.9925,39.244999,38.9375,39.137501,37.297756,67622400
196,2017-10-12,39.087502,39.342499,38.932499,39.0,37.166709999999995,64500400
197,2017-10-13,39.182499,39.32,39.102501000000004,39.247501,37.40258,65576800
198,2017-10-16,39.474998,40.0,39.412498,39.970001,38.091118,96486000
199,2017-10-17,39.945,40.217499,39.807499,40.1175,38.231689,75989200
200,2017-10-18,40.105,40.177502000000004,39.900002,39.939999,38.062519,65496800
201,2017-10-19,39.1875,39.27,38.755001,38.994999,37.161938,170336800
202,2017-10-20,39.1525,39.4375,38.990002000000004,39.0625,37.226276,95896400
203,2017-10-23,39.2225,39.422501000000004,38.875,39.0425,37.207211,87937200
204,2017-10-24,39.072497999999996,39.355,39.049999,39.275002,37.428791,71028800
205,2017-10-25,39.227501000000004,39.387501,38.817501,39.102501000000004,37.264385,84828400
206,2017-10-26,39.307499,39.4575,39.195,39.352501000000004,37.502651,68002000
207,2017-10-27,39.822497999999996,40.900002,39.674999,40.762501,38.846363000000004,177816800
208,2017-10-30,40.9725,42.017502,40.93,41.68,39.720734,178803200
209,2017-10-31,41.974998,42.412498,41.735001000000004,42.259997999999996,40.273468,144187200
210,2017-11-01,42.467499,42.485001000000004,41.4025,41.7225,39.761241999999996,134551200
211,2017-11-02,41.650002,42.125,41.32,42.0275,40.051895,165573600
212,2017-11-03,43.5,43.564999,42.779999,43.125,41.097809000000005,237594400
213,2017-11-06,43.092499,43.747501,42.93,43.5625,41.51474,140105200
214,2017-11-07,43.477501000000004,43.8125,43.400002,43.702498999999996,41.648163000000004,97446000
215,2017-11-08,43.665001000000004,44.060001,43.5825,44.060001,41.988861,97638000
216,2017-11-09,43.7775,44.025002,43.285,43.970001,41.903090999999996,117930400
217,2017-11-10,43.7775,43.845001,43.567501,43.6675,41.764412,100582000
218,2017-11-13,43.375,43.625,43.349998,43.4925,41.597034,67928400
219,2017-11-14,43.259997999999996,43.369999,42.794998,42.834998999999996,40.968185,99130000
220,2017-11-15,42.4925,42.580002,42.095001,42.27,40.427811,116632400
221,2017-11-16,42.794998,42.967499,42.575001,42.775002,40.910804999999996,94550000
222,2017-11-17,42.759997999999996,42.8475,42.41,42.537498,40.683651,87598000
223,2017-11-20,42.572497999999996,42.639998999999996,42.389998999999996,42.494999,40.642994,65049600
224,2017-11-21,42.695,43.424999,42.695,43.285,41.398575,100525200
225,2017-11-22,43.34,43.75,43.262501,43.740002000000004,41.833744,102355600
226,2017-11-24,43.775002,43.875,43.662498,43.7425,41.83614,56106800
227,2017-11-27,43.762501,43.77,43.334998999999996,43.522498999999996,41.625725,82867200
228,2017-11-28,43.575001,43.717499,42.965,43.267502,41.381840000000004,105715200
229,2017-11-29,43.157501,43.23,41.790001000000004,42.369999,40.523453,166665600
230,2017-11-30,42.607498,43.035,42.110001000000004,42.962502,41.090134,166108800
231,2017-12-01,42.487499,42.9175,42.125,42.762501,40.898849,159037200
232,2017-12-04,43.119999,43.154999,42.407501,42.450001,40.599971999999994,130169600
233,2017-12-05,42.264998999999996,42.880001,42.099998,42.41,40.56171,109400800
234,2017-12-06,41.875,42.549999,41.615002000000004,42.252499,40.411068,114240000
235,2017-12-07,42.2575,42.610001000000004,42.227501000000004,42.330002,40.485203000000006,102693200
236,2017-12-08,42.622501,42.75,42.205002,42.342499,40.497147,93420800
237,2017-12-11,42.299999,43.2225,42.197497999999996,43.1675,41.286201,141095200
238,2017-12-12,43.037498,43.0975,42.865002000000004,42.924999,41.054264,77636800
239,2017-12-13,43.125,43.384997999999996,43.0,43.067501,41.190559,95273600
240,2017-12-14,43.099998,43.282501,42.912498,43.055,41.1786,81906000
241,2017-12-15,43.407501,43.5425,43.115002000000004,43.4925,41.597034,160677200
242,2017-12-18,43.720001,44.299999,43.715,44.105,42.182838000000004,117684400
243,2017-12-19,43.7575,43.8475,43.522498999999996,43.634997999999996,41.733326,109745600
244,2017-12-20,43.717499,43.855,43.3125,43.587502,41.687893,93902400
245,2017-12-21,43.5425,44.005001,43.525002,43.752499,41.845703,83799600
246,2017-12-22,43.669998,43.855,43.625,43.752499,41.845703,65397600
247,2017-12-26,42.700001,42.8675,42.419998,42.642502,40.784081,132742000
248,2017-12-27,42.525002,42.695,42.427502000000004,42.650002,40.791247999999996,85992800
249,2017-12-28,42.75,42.962502,42.619999,42.77,40.906025,65920800
250,2017-12-29,42.630001,42.647498999999996,42.305,42.307499,40.46368,103999600
251,2018-01-02,42.540001000000004,43.075001,42.314999,43.064999,41.188168,102223600
252,2018-01-03,43.1325,43.637501,42.990002000000004,43.057499,41.180988,118071600
253,2018-01-04,43.134997999999996,43.3675,43.02,43.2575,41.372271999999995,89738400
254,2018-01-05,43.360001000000004,43.842499,43.262501,43.75,41.843303999999996,94640000
255,2018-01-08,43.587502,43.9025,43.482498,43.587502,41.687893,82271200
256,2018-01-09,43.637501,43.764998999999996,43.352501000000004,43.5825,41.683105,86336000
257,2018-01-10,43.290001000000004,43.575001,43.25,43.572497999999996,41.673542,95839600
258,2018-01-11,43.647498999999996,43.872501,43.622501,43.82,41.910263,74670800
259,2018-01-12,44.044998,44.34,43.912498,44.272498999999996,42.34304,101672400
260,2018-01-16,44.474998,44.8475,44.035,44.047501000000004,42.127842,118263600
261,2018-01-17,44.037498,44.8125,43.767502,44.775002,42.823643,137547200
262,2018-01-18,44.842499,45.025002,44.5625,44.814999,42.861897,124773600
263,2018-01-19,44.6525,44.895,44.352501000000004,44.615002000000004,42.670615999999995,129700400
264,2018-01-22,44.325001,44.445,44.150002,44.25,42.321514,108434400
265,2018-01-23,44.325001,44.860001000000004,44.205002,44.259997999999996,42.331081,130756400
266,2018-01-24,44.3125,44.325001,43.299999,43.555,41.656807,204420400
267,2018-01-25,43.627499,43.737499,42.6325,42.7775,40.913189,166116000
268,2018-01-26,43.0,43.0,42.514998999999996,42.877499,41.008831,156572000
269,2018-01-29,42.540001000000004,42.540001000000004,41.767502,41.990002000000004,40.160019,202561600
270,2018-01-30,41.3825,41.842499,41.174999,41.7425,39.923306,184192800
271,2018-01-31,41.717499,42.110001000000004,41.625,41.857498,40.033287,129915600
272,2018-02-01,41.7925,42.154999,41.689999,41.945,40.116974,188923200
273,2018-02-02,41.5,41.700001,40.025002,40.125,38.376296999999994,346375200
274,2018-02-05,39.775002,40.970001,39.0,39.122501,37.417488,290954000
275,2018-02-06,38.7075,40.93,38.5,40.7575,38.981224,272975200
276,2018-02-07,40.772498999999996,40.849998,39.767502,39.884997999999996,38.146747999999995,206434400
277,2018-02-08,40.072497999999996,40.25,38.7575,38.787498,37.097088,217562000
278,2018-02-09,39.267502,39.4725,37.560001,39.102501000000004,37.550827000000005,282690400
279,2018-02-12,39.625,40.9725,39.377499,40.677502000000004,39.063332,243278000
280,2018-02-13,40.487499,41.1875,40.412498,41.084998999999996,39.454662,130196800
281,2018-02-14,40.759997999999996,41.884997999999996,40.720001,41.842499,40.182106,162579600
282,2018-02-15,42.447497999999996,43.272498999999996,42.25,43.247501,41.531349,204588800
283,2018-02-16,43.09,43.705002,42.942501,43.107498,41.396908,160704400
284,2018-02-20,43.012501,43.564999,42.855,42.962502,41.257664,135722000
285,2018-02-21,43.2075,43.529999,42.752499,42.767502,41.070396,149886400
286,2018-02-22,42.950001,43.487499,42.927502000000004,43.125,41.413712,123967600
287,2018-02-23,43.4175,43.912498,43.384997999999996,43.875,42.133953000000005,135249600
288,2018-02-26,44.087502,44.8475,44.052502000000004,44.7425,42.967017999999996,152648800
289,2018-02-27,44.775002,45.119999,44.540001000000004,44.5975,42.827782,155712400
290,2018-02-28,44.814999,45.154999,44.512501,44.529999,42.762959,151128400
291,2018-03-01,44.634997999999996,44.945,43.165001000000004,43.75,42.013905,195208000
292,2018-03-02,43.200001,44.075001,43.112499,44.052502000000004,42.304413000000004,153816000
293,2018-03-05,43.802502000000004,44.435001,43.630001,44.205002,42.450855,113605600
294,2018-03-06,44.477501000000004,44.5625,44.032501,44.1675,42.414845,95154000
295,2018-03-07,43.735001000000004,43.962502,43.567501,43.7575,42.021114000000004,126814000
296,2018-03-08,43.869999,44.279999,43.767502,44.235001000000004,42.479664,95096400
297,2018-03-09,44.490002000000004,45.0,44.3475,44.994999,43.209499,128740800
298,2018-03-12,45.072497999999996,45.5975,45.052502000000004,45.43,43.627251,128828400
299,2018-03-13,45.647498999999996,45.875,44.810001,44.9925,43.207108000000005,126774000
300,2018-03-14,45.080002,45.130001,44.452498999999996,44.610001000000004,42.839787,117473600
301,2018-03-15,44.625,45.060001,44.517502,44.662498,42.890198,90975200
302,2018-03-16,44.662498,44.779999,44.404999,44.505001,42.738956,157618800
303,2018-03-19,44.330002,44.3675,43.415001000000004,43.825001,42.08593,133787200
304,2018-03-20,43.810001,44.200001,43.735001000000004,43.810001,42.071533,78597600
305,2018-03-21,43.759997999999996,43.772498999999996,42.814999,42.817501,41.118415999999996,148219600
306,2018-03-22,42.5,43.169998,42.150002,42.212502,40.537422,165963200
307,2018-03-23,42.0975,42.48,41.235001000000004,41.235001000000004,39.598713000000004,164115200
308,2018-03-26,42.017502,43.275002,41.610001000000004,43.192501,41.478531,150164800
309,2018-03-27,43.419998,43.787498,41.73,42.084998999999996,40.414982,163690400
310,2018-03-28,41.8125,42.505001,41.297501000000004,41.619999,39.96843,166674000
311,2018-03-29,41.952498999999996,42.9375,41.724998,41.945,40.280533,153594000
312,2018-04-02,41.66,42.235001000000004,41.1175,41.669998,40.016453000000006,150347200
313,2018-04-03,41.91,42.1875,41.220001,42.0975,40.426990999999994,121112000
314,2018-04-04,41.220001,43.002499,41.192501,42.9025,41.200047,138422000
315,2018-04-05,43.145,43.557499,43.02,43.200001,41.485733,107732800
316,2018-04-06,42.7425,43.119999,42.049999,42.095001,40.424583,140021200
317,2018-04-09,42.470001,43.272498999999996,42.462502,42.512501,40.825520000000004,116070800
318,2018-04-10,43.25,43.5,42.8825,43.3125,41.593769,113634400
319,2018-04-11,43.057499,43.48,42.924999,43.110001000000004,41.399319,89726400
320,2018-04-12,43.352501000000004,43.75,43.259997999999996,43.535,41.807449,91557200
321,2018-04-13,43.695,43.959998999999996,43.462502,43.682499,41.949085,100497200
322,2018-04-16,43.7575,44.047501000000004,43.7075,43.955002,42.210772999999996,86313600
323,2018-04-17,44.122501,44.735001000000004,44.102501000000004,44.560001,42.791771000000004,106421600
324,2018-04-18,44.452498999999996,44.705002,44.220001,44.459998999999996,42.69574,83018000
325,2018-04-19,43.439999,43.8475,43.165001000000004,43.200001,41.485733,139235200
326,2018-04-20,42.650002,42.805,41.357498,41.43,39.785976,261964400
327,2018-04-23,41.7075,41.73,41.022498999999996,41.310001,39.670738,146062000
328,2018-04-24,41.4175,41.5825,40.305,40.735001000000004,39.118557,134768000
329,2018-04-25,40.654999,41.355,40.602501000000004,40.912498,39.289009,113528400
330,2018-04-26,41.029999,41.432499,40.842499,41.055,39.425858000000005,111852000
331,2018-04-27,41.0,41.0825,40.157501,40.580002,38.9697,142623200
332,2018-04-30,40.532501,41.814999,40.459998999999996,41.314999,39.675537,169709600
333,2018-05-01,41.602501000000004,42.299999,41.317501,42.275002,40.597446000000005,214277600
334,2018-05-02,43.807499,44.4375,43.450001,44.142502,42.390827,266157600
335,2018-05-03,43.970001,44.375,43.610001000000004,44.2225,42.46767,136272800
336,2018-05-04,44.5625,46.0625,44.5425,45.9575,44.133808,224805200
337,2018-05-07,46.294998,46.9175,46.1875,46.290001000000004,44.453114,169805600
338,2018-05-08,46.247501,46.555,45.9175,46.512501,44.66679,113611200
339,2018-05-09,46.637501,46.849998,46.305,46.84,44.981297,92844800
340,2018-05-10,46.935001,47.592499,46.912498,47.509997999999996,45.624706,111957200
341,2018-05-11,47.372501,47.514998999999996,46.862499,47.147498999999996,45.451187,104848800
342,2018-05-14,47.252499,47.3825,46.965,47.037498,45.345141999999996,83115200
